worker_id,average_monthly_income,income_volatility,working_days_per_month,gig_duration_months,completion_rate,cancellation_rate,platform_rating,existing_monthly_obligations,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,loan_repaid
492,4257.28,0.378,20,28,0.427,0.252,3.99,870.37,2691.19,4614.39,4208.66,8022.36,3581.41,3997.24,1
493,693.75,0.257,16,19,0.633,0.071,3.56,177.21,766.93,727.66,478.99,660.07,806.66,761.7,0
494,2121.24,0.508,16,12,0.168,0.26,3.13,511.71,1509.8,4132.74,3230.84,3247.87,2461.53,4309.58,1
495,2963.63,0.235,23,26,0.457,0.182,4.27,493.28,2420.86,3229.05,2065.31,2597.86,2575.88,3294.33,1
496,906.85,0.556,16,13,0.204,0.278,3.88,168.75,623.67,513.07,1285.37,1154.87,290.77,690.07,1
497,1030.89,0.445,14,16,0.371,0.094,3.17,176.47,433.96,566.4,373.3,1342.26,1042.01,757.7,1
498,2019.56,0.166,28,35,0.982,0.069,4.09,329.86,1831.36,2003.69,2013.58,2298.39,2216.13,1955.65,1
499,1469.6,0.436,21,16,0.282,0.197,4.38,224.39,997.88,607.4,2625.13,1966.76,1480.01,911.38,1
500,857.2,0.38,16,22,0.424,0.134,3.74,146.09,852.59,624.22,1626.37,0.0,797.83,902.69,1
501,769.75,0.474,13,14,0.271,0.19,4.16,113.56,807.78,680.67,179.26,744.69,779.73,0.0,1
502,893.69,0.443,15,16,0.371,0.229,3.6,79.69,469.8,726.74,614.89,666.11,780.13,810.12,1
503,1632.58,0.13,26,44,0.879,0.087,4.4,406.52,1866.74,1787.21,1521.39,1552.19,1962.15,1604.49,1
504,1203.55,0.335,21,22,0.552,0.126,3.63,266.35,1139.3,906.44,2111.64,1089.43,1312.38,736.17,0
505,336.19,0.433,21,16,0.21,0.161,3.83,110.99,554.93,0.0,326.24,478.5,265.37,280.56,1
506,1585.6,0.304,20,25,0.646,0.055,4.47,332.28,1701.88,772.54,2103.92,1683.31,713.57,2125.75,1
507,1135.34,0.244,19,35,0.697,0.134,3.72,166.49,1154.5,1130.4,1218.44,994.62,1080.66,1465.87,1
508,400.7,0.566,21,9,0.211,0.153,3.19,52.05,289.26,267.51,128.5,67.43,269.77,279.69,0
509,1092.12,0.316,18,23,0.665,0.098,4.16,200.72,1304.62,664.72,449.36,1621.96,879.93,1273.04,1
510,1475.28,0.127,24,39,0.722,0.223,4.2,330.8,1481.59,1843.43,1360.03,1353.6,1652.47,1193.59,1
511,2540.13,0.319,14,19,0.502,0.167,3.59,407.5,3234.69,3210.65,4414.64,2434.38,2604.64,2300.52,1
512,690.47,0.545,14,18,0.065,0.291,3.65,43.07,1293.84,668.5,787.33,1494.7,57.85,777.25,1
513,1961.31,0.477,22,11,0.298,0.142,3.87,237.08,1281.26,2179.59,2947.8,1381.13,2540.3,3389.93,1
514,3407.62,0.224,19,25,0.744,0.023,3.81,618.28,3876.17,3205.11,2324.39,3197.06,2199.29,4318.66,1
515,733.71,0.545,19,12,0.114,0.281,3.24,175.52,967.71,232.27,603.64,826.56,1010.99,817.27,1
516,1439.62,0.101,15,31,0.909,0.029,3.89,88.01,1506.09,1589.17,1552.62,1206.61,1370.69,1307.37,1
517,4743.24,0.067,21,36,0.902,0.103,3.84,954.37,4606.51,5011.95,4398.83,4199.78,4770.67,5172.04,1
518,1828.46,0.236,21,28,0.712,0.099,4.08,361.47,1650.34,975.6,1800.87,1620.73,1817.71,1681.69,1
519,1833.1,0.42,25,19,0.402,0.347,3.52,263.74,1383.75,2007.36,1156.05,1489.09,1719.1,2178.25,1
520,948.4,0.369,15,17,0.564,0.105,3.37,126.18,737.01,1066.34,1237.77,995.4,1021.76,905.5,1
521,2500.67,0.32,24,26,0.372,0.196,3.62,302.82,1828.56,2243.28,2819.49,1718.26,2566.18,4094.5,1
522,1414.43,0.439,23,24,0.398,0.131,3.18,270.53,1349.49,2717.79,1839.12,1684.13,2576.39,1035.31,1
523,554.37,0.139,20,33,0.748,0.14,4.43,149.76,496.04,707.45,621.42,388.36,571.61,624.9,1
524,1022.16,0.367,18,20,0.348,0.21,2.83,281.94,1185.72,880.43,936.68,995.77,1114.96,989.72,1
525,741.48,0.28,21,22,0.695,0.053,3.46,66.79,753.29,695.29,949.48,816.16,594.38,859.47,0
526,1165.13,0.394,13,21,0.41,0.157,2.92,192.3,1242.85,1008.76,894.07,1316.07,1340.17,1909.6,1
527,675.88,0.399,17,20,0.487,0.222,3.67,3.05,602.12,511.01,844.64,631.98,399.82,135.24,1
528,2543.59,0.248,27,29,0.627,0.181,3.39,480.06,2587.1,1962.21,1299.1,2126.64,3269.81,2502.31,1
529,1650.58,0.283,23,21,0.508,0.077,3.9,376.02,1534.92,1887.59,1301.56,1560.85,956.46,1232.49,1
530,539.89,0.489,17,25,0.354,0.163,4.1,165.03,745.73,1057.81,1151.37,865.72,317.12,657.58,1
531,1122.65,0.25,21,26,0.55,0.229,4.54,41.63,998.42,1557.93,1294.22,954.31,665.17,1316.78,1
532,2915.22,0.082,26,36,0.925,0.035,3.63,270.99,3004.76,3103.4,3060.99,3148.45,3015.28,2803.04,1
533,2749.48,0.372,22,22,0.359,0.194,3.67,526.61,1413.44,287.71,1906.87,3912.55,2315.98,2215.57,1
534,867.61,0.281,19,34,0.655,0.163,3.6,43.84,1041.2,413.06,600.85,444.42,1034.83,917.29,1
535,844.3,0.357,26,26,0.456,0.094,3.24,163.6,675.76,1164.98,764.63,805.68,550.3,460.62,1
536,6081.69,0.238,27,30,0.729,0.046,4.03,1397.82,4758.91,8429.75,5984.35,4663.98,6852.32,6564.85,1
537,1649.77,0.288,24,27,0.658,0.094,4.4,127.85,1108.92,1912.75,2559.0,936.5,1925.15,1261.41,1
538,1379.6,0.348,17,27,0.657,0.171,4.03,262.96,795.49,1233.05,1868.28,1759.45,1481.18,1731.45,1
539,723.32,0.412,15,16,0.364,0.235,3.28,60.05,579.83,1126.33,755.78,864.38,732.52,330.57,1
540,1492.77,0.356,18,20,0.448,0.199,4.0,432.96,2289.9,1893.61,1527.73,1632.91,1565.75,1191.04,1
541,5622.73,0.073,25,36,0.915,0.039,3.54,1105.05,5358.31,6090.25,5934.35,5176.57,5248.42,5314.0,1
542,983.08,0.539,10,13,0.323,0.251,3.01,126.62,0.0,0.0,284.68,1094.54,413.64,825.18,0
543,3552.23,0.181,25,25,0.859,0.053,3.88,287.55,3786.74,3772.54,2319.31,2711.31,3901.23,4435.41,1
544,1739.84,0.393,26,19,0.416,0.2,3.88,367.34,977.03,2954.7,2248.76,1792.74,1487.44,2318.99,1
545,856.85,0.359,23,23,0.414,0.217,3.77,247.32,1107.45,1019.07,879.0,653.4,996.29,709.33,1
546,754.53,0.393,16,14,0.272,0.292,3.45,89.25,629.54,1035.99,365.06,1066.42,1214.9,611.89,0
547,551.83,0.462,15,13,0.325,0.191,3.39,79.92,482.03,561.1,18.16,459.32,435.37,777.37,1
548,1537.33,0.383,20,24,0.421,0.152,3.64,184.22,2243.07,1599.86,2064.21,1673.63,1183.62,851.26,1
549,2489.13,0.498,18,20,0.358,0.25,3.69,757.79,3255.34,4228.77,1842.22,2778.59,2086.9,2516.89,1
550,1422.81,0.431,20,16,0.335,0.26,3.58,38.86,658.76,1012.21,1668.17,1376.34,1446.7,1051.46,1
551,1515.29,0.217,25,21,0.856,0.034,4.0,428.59,1153.13,1262.39,1428.39,1549.99,1717.62,1458.72,1
552,788.18,0.444,22,17,0.288,0.148,3.5,118.09,164.1,620.85,776.2,894.48,778.25,1071.3,1
553,1994.09,0.108,19,40,0.833,0.128,4.57,347.51,2556.25,1999.15,1866.2,1800.52,2442.95,1849.57,1
554,584.02,0.525,19,14,0.404,0.092,3.25,89.21,319.48,90.31,560.56,707.57,713.07,882.73,0
555,499.16,0.553,15,16,0.033,0.182,3.22,99.42,821.86,700.83,658.35,737.46,714.55,1105.92,1
556,1736.48,0.527,16,8,0.148,0.225,3.7,211.18,1249.25,1586.13,1484.09,2100.2,1702.74,2289.37,1
557,981.83,0.551,20,9,0.189,0.228,2.83,259.86,397.93,1443.43,801.86,790.32,1528.94,936.36,1
558,1009.63,0.501,21,10,0.243,0.156,4.01,270.5,1020.54,0.0,1317.11,1097.89,905.74,1595.26,1
559,1620.57,0.273,27,19,0.477,0.162,3.38,164.21,1475.91,2000.31,1919.12,1459.48,1335.28,1129.53,1
560,3206.22,0.022,26,32,0.952,0.045,4.32,748.32,3263.96,3302.49,3124.32,3197.67,3271.41,3315.75,1
561,1459.94,0.363,19,26,0.471,0.128,3.28,221.15,1891.19,1692.17,1444.63,831.02,1429.6,1061.17,1
562,891.02,0.318,19,22,0.571,0.229,4.67,164.06,723.9,899.52,742.69,1281.83,960.47,1504.99,1
563,799.6,0.331,14,27,0.683,0.121,3.68,241.49,418.8,1028.41,803.23,1311.45,1059.26,609.95,0
564,1259.43,0.471,24,14,0.383,0.231,3.28,158.78,549.61,2013.28,2109.65,842.05,1341.83,1651.76,1
565,1656.26,0.358,19,22,0.515,0.069,3.63,420.89,304.66,1965.92,1868.83,2121.8,1567.88,732.73,1
566,1424.48,0.373,22,22,0.514,0.068,3.73,308.5,1278.52,1742.31,2575.45,2199.79,1139.75,1311.07,1
567,1522.86,0.324,24,24,0.569,0.151,3.75,250.48,1517.05,2339.48,1631.09,1050.9,2046.11,990.74,1
568,1244.05,0.32,15,30,0.517,0.233,3.71,260.5,788.48,1547.48,1177.7,383.62,1107.83,669.41,1
569,1659.05,0.103,20,31,0.939,0.0,2.9,331.6,1443.54,1522.57,1655.69,1917.72,1650.33,1864.64,1
570,917.18,0.46,25,14,0.333,0.194,3.53,80.1,910.39,1452.02,977.41,912.82,1038.33,398.85,1
571,3028.35,0.289,22,25,0.616,0.054,3.89,398.11,2474.78,2919.97,3311.16,2573.29,3276.06,2384.45,1
572,920.73,0.398,17,19,0.496,0.11,4.04,88.74,842.64,932.93,556.95,938.09,1292.48,608.42,1
573,1687.29,0.259,21,25,0.701,0.104,4.49,266.37,1527.09,1733.92,1585.57,1526.28,1656.83,2184.48,1
574,555.41,0.242,27,28,0.841,0.035,4.04,159.74,588.87,685.76,457.95,953.56,740.58,692.3,1
575,1912.86,0.105,28,32,1.0,0.0,4.79,433.23,1799.86,2262.46,2118.68,1806.77,1863.13,2166.79,1
576,396.11,0.593,10,14,0.12,0.174,2.66,25.9,281.35,401.85,0.0,472.97,483.17,211.44,0
577,762.54,0.435,24,18,0.234,0.117,3.71,120.58,138.66,1336.51,814.56,1190.96,701.62,1209.98,0
578,4760.86,0.559,20,18,0.158,0.254,2.95,945.94,4626.99,5198.62,722.91,8185.09,10328.08,2646.4,1
579,1533.82,0.361,19,22,0.475,0.181,3.18,367.39,1582.87,2309.3,1772.87,2139.97,1339.9,1116.43,1
580,1652.36,0.642,11,5,0.104,0.274,3.01,211.4,1463.91,1862.8,1229.32,1200.93,1376.42,911.36,0
581,2140.36,0.53,22,17,0.365,0.133,3.93,173.38,4310.55,1581.4,78.06,1967.71,2270.61,1388.55,1
582,2938.8,0.246,23,33,0.487,0.199,4.0,515.74,3056.6,4329.7,3620.63,1365.29,2745.76,2873.11,1
583,790.97,0.49,11,10,0.351,0.218,3.94,178.38,730.38,563.34,0.0,762.13,912.75,466.22,0
584,3484.09,0.336,19,18,0.597,0.121,3.37,692.59,4069.08,2716.67,3447.27,3522.54,4924.55,3755.3,0
585,2366.95,0.569,29,7,0.188,0.215,3.63,258.53,5210.4,676.61,3297.14,3365.15,2565.19,0.0,1
586,1842.47,0.155,23,28,0.871,0.02,3.97,590.27,1914.52,2203.77,2234.97,2354.36,1895.01,1907.52,1
587,1248.17,0.502,15,11,0.267,0.213,3.52,214.8,0.0,2189.84,239.65,1693.69,1104.64,565.65,1
588,981.52,0.46,14,16,0.342,0.265,3.6,191.88,1176.53,1149.94,748.61,1464.77,753.55,679.38,1
589,1845.23,0.331,28,22,0.619,0.172,4.11,234.42,1308.87,1245.04,2506.3,1834.58,1904.12,1451.6,1
590,1086.29,0.532,20,16,0.17,0.215,3.28,291.69,0.0,1082.37,1751.82,1828.74,1090.68,1631.53,1
591,1408.11,0.58,21,13,0.143,0.261,2.83,317.88,2794.8,1160.91,2454.32,1417.21,2366.52,1820.31,1
592,3762.3,0.443,20,14,0.442,0.104,3.94,771.92,6232.59,2044.01,8033.7,5664.24,2163.05,3486.26,1
593,718.25,0.396,24,19,0.469,0.189,4.29,63.11,461.09,579.36,573.73,946.81,1131.48,515.05,1
594,2413.69,0.328,16,27,0.518,0.099,3.45,645.72,1702.47,2813.96,2708.42,2724.52,2297.49,3033.31,1
595,1375.43,0.239,23,34,0.643,0.144,3.35,330.86,1428.14,1176.3,1261.63,868.46,1424.31,1965.98,1
596,4408.49,0.06,26,35,1.0,0.168,4.63,1151.47,4176.21,4485.04,3890.21,4695.39,4129.07,4401.14,1
597,1585.17,0.25,28,33,0.868,0.024,3.95,290.03,1531.64,881.14,1549.5,1735.05,1807.9,951.69,1
598,2339.44,0.168,24,29,0.8,0.216,4.15,407.09,2058.42,3001.11,1553.58,2616.29,1960.98,2062.47,1
599,1660.47,0.091,22,30,1.0,0.045,4.6,274.7,1599.82,1601.19,1581.58,1707.97,1717.03,1745.18,1
600,589.24,0.26,22,39,0.644,0.071,3.89,213.49,373.82,722.74,364.03,663.78,631.53,521.33,0
601,4147.15,0.122,16,29,0.813,0.027,4.12,566.52,4564.66,4242.42,4368.73,4803.86,3982.75,3713.6,1
602,496.45,0.497,9,16,0.276,0.319,3.45,42.25,793.31,595.71,304.46,379.58,0.0,273.97,1
603,1215.99,0.527,20,7,0.283,0.224,3.85,182.57,1151.77,490.53,71.9,1515.69,2600.67,1274.74,1
604,860.17,0.226,21,21,0.846,0.03,4.08,118.14,853.13,712.44,1028.3,709.17,655.41,562.25,1
605,722.37,0.231,21,31,0.699,0.085,3.57,202.83,827.26,599.36,621.72,818.52,767.84,716.6,1
606,1639.93,0.2,26,27,0.823,0.086,3.62,117.29,1640.55,1648.23,1498.34,1722.27,1400.79,1668.91,1
607,1295.41,0.222,27,28,0.807,0.068,4.07,175.01,1793.81,1677.56,1013.65,1113.59,1597.41,1165.87,0
608,1010.44,0.079,26,38,0.93,0.055,3.95,197.28,904.72,1045.24,1102.73,1017.97,979.96,926.68,1
609,1366.5,0.465,25,14,0.268,0.292,2.76,384.62,1913.47,794.51,1538.37,1005.2,888.77,2013.5,1
610,575.7,0.444,21,19,0.499,0.089,3.92,136.47,546.48,598.05,418.83,478.98,727.99,234.68,1
611,1828.35,0.215,23,23,0.634,0.144,4.33,565.91,1388.07,1796.69,1076.74,1967.68,1328.87,1896.18,1
612,1600.73,0.241,23,27,0.749,0.079,3.96,332.41,2467.26,1465.43,2568.89,1704.23,1441.36,1881.37,1
613,172.36,0.645,10,6,0.23,0.187,3.21,28.22,437.7,170.65,392.55,0.0,249.15,190.1,0
614,1355.0,0.223,26,19,0.689,0.151,4.17,336.64,1292.06,1586.23,1791.92,1467.17,1811.22,1727.76,0
615,1302.38,0.37,10,15,0.528,0.065,3.93,91.98,1516.66,955.5,963.57,1156.22,838.66,755.31,1
616,791.97,0.25,19,27,0.719,0.0,4.26,34.22,698.82,723.59,692.94,710.07,671.08,635.62,0
617,1921.49,0.362,20,23,0.495,0.158,2.72,495.94,1705.42,2605.39,2200.49,1136.59,2166.7,1600.31,1
618,1964.34,0.234,19,25,0.716,0.084,3.95,386.67,1444.05,2179.79,1553.69,1943.49,1046.68,3476.15,1
619,602.18,0.424,16,15,0.438,0.093,3.65,154.83,275.01,929.05,349.34,468.52,949.11,731.95,1
620,1647.69,0.314,27,18,0.513,0.056,3.54,184.23,2602.71,2391.27,2403.03,2307.21,1130.09,2007.62,1
621,2768.1,0.341,25,19,0.647,0.205,3.9,782.77,2731.48,1482.87,2716.02,1115.51,2354.91,3385.29,1
622,671.91,0.368,16,15,0.467,0.176,3.81,156.98,684.41,743.15,395.19,433.72,736.37,691.39,1
623,1186.5,0.343,18,17,0.498,0.146,3.81,210.62,856.65,979.78,1574.21,766.66,1207.36,1613.59,1
624,2674.75,0.259,16,22,0.556,0.241,4.56,525.82,2806.46,1843.64,2276.84,2854.08,2006.64,1378.0,1
625,705.22,0.533,20,10,0.345,0.235,3.76,146.51,140.3,408.75,0.0,1145.92,1351.9,809.27,0
626,1520.4,0.429,17,16,0.322,0.278,3.42,169.47,1015.7,1324.21,780.18,1848.57,0.0,1799.71,1
627,658.38,0.274,14,35,0.716,0.032,3.89,98.23,442.11,605.29,565.28,461.06,456.13,842.0,1
628,1462.24,0.265,22,27,0.59,0.062,2.84,301.94,1964.04,1226.69,1547.61,1295.65,1215.09,1013.69,1
629,1366.69,0.666,18,17,0.142,0.265,3.04,199.52,0.0,1354.27,1523.07,629.89,501.94,381.39,0
630,348.55,0.392,23,26,0.349,0.204,3.11,21.77,187.46,682.79,516.28,417.91,515.16,209.36,1
631,736.55,0.595,16,14,0.164,0.291,3.33,149.95,0.0,0.0,632.7,539.59,10.01,965.38,0
632,1930.54,0.239,20,23,0.559,0.049,3.98,476.62,1520.27,2454.74,1715.89,1279.28,2648.48,2177.89,1
633,1421.84,0.61,24,12,0.048,0.293,3.46,377.47,1023.52,1405.91,2501.07,1928.67,1180.75,598.53,1
634,947.08,0.414,19,19,0.38,0.224,4.16,210.81,1330.7,775.28,1331.06,1442.71,413.13,1698.12,1
635,630.37,0.502,20,14,0.076,0.298,3.38,154.73,560.1,0.0,562.8,573.81,0.0,721.03,1
636,1508.43,0.515,15,17,0.146,0.213,4.27,390.69,1189.41,2101.09,1735.34,1601.98,1341.28,1604.94,1
637,1206.79,0.419,22,22,0.534,0.162,3.8,224.91,1358.26,479.02,966.72,446.03,852.26,1101.92,1
638,1585.93,0.379,14,16,0.492,0.108,3.17,16.63,1319.64,2083.68,887.2,347.85,1728.12,2145.37,1
639,1222.59,0.539,15,11,0.06,0.24,2.99,333.5,2810.75,2370.15,2670.6,4.02,925.66,1479.27,1
640,1006.45,0.27,16,23,0.647,0.056,3.76,109.23,845.93,658.03,859.27,994.3,1266.05,1519.75,1
641,2367.17,0.411,17,19,0.369,0.14,3.9,211.93,2769.88,3504.47,2654.32,2067.41,2228.46,1185.53,1
642,948.94,0.488,23,16,0.351,0.17,3.06,87.04,1331.34,960.71,247.77,1201.68,752.79,233.79,1
643,3302.31,0.14,20,38,0.763,0.055,4.04,1250.8,3014.78,2330.66,3644.0,3210.61,3753.87,2958.95,1
644,3068.46,0.439,22,15,0.352,0.144,3.5,660.47,3291.04,1446.79,1445.39,4397.97,3375.57,3813.26,1
645,3574.58,0.206,28,30,0.678,0.036,3.85,345.56,3205.0,3706.09,4812.73,4218.22,4146.17,3258.69,1
646,1090.96,0.455,18,12,0.551,0.23,3.84,136.73,1227.07,1290.23,1983.71,930.8,1661.49,1722.27,1
647,5202.88,0.544,20,16,0.076,0.226,3.46,936.22,5488.38,731.28,6803.01,2364.26,4371.75,4089.55,1
648,1732.27,0.303,23,23,0.582,0.141,4.31,386.97,1658.62,1748.91,1792.58,726.25,1752.35,2300.28,1
649,1490.13,0.396,19,24,0.458,0.067,3.46,301.52,807.98,1976.28,1379.49,2336.38,1988.24,999.72,0
650,1290.34,0.502,21,7,0.246,0.276,3.96,136.4,2497.48,1937.13,1259.54,679.85,0.0,2056.62,1
651,706.31,0.511,25,17,0.125,0.247,2.83,145.06,917.79,557.42,853.9,166.62,669.61,1200.09,0
652,3298.41,0.268,19,18,0.652,0.085,3.5,432.44,1895.85,3685.52,3377.64,3413.06,3099.88,2799.78,1
653,740.46,0.552,14,13,0.369,0.156,2.98,195.3,568.61,1178.9,1141.81,132.32,893.38,940.61,1
654,2331.09,0.304,17,30,0.552,0.175,3.87,430.1,1220.14,2934.54,1681.04,2422.31,1764.0,2520.61,1
655,3641.49,0.283,26,30,0.668,0.0,4.51,434.26,4427.79,4561.25,5218.13,3294.49,4771.75,4174.61,1
656,2404.73,0.284,25,22,0.648,0.067,3.62,565.39,2389.86,2482.22,2116.19,3035.3,1901.08,3281.58,1
657,1267.21,0.106,23,34,0.905,0.038,4.26,266.95,1267.76,1254.53,1167.15,1379.47,1205.63,1397.78,1
658,825.57,0.36,11,23,0.436,0.154,3.58,117.24,575.3,906.41,933.3,1153.37,628.17,978.31,1
659,207.19,0.508,15,19,0.115,0.367,3.58,49.39,173.98,126.83,252.06,228.89,336.58,276.95,0
660,1610.93,0.254,24,31,0.712,0.075,3.84,371.04,1933.45,2066.57,899.39,1259.26,756.44,1090.9,1
661,2373.18,0.325,20,18,0.595,0.171,3.65,655.34,3187.29,1193.15,2002.22,1573.68,3750.97,2341.63,1
662,951.12,0.503,18,18,0.246,0.299,2.73,225.24,1355.74,710.04,0.0,697.43,1655.44,424.56,1
663,941.9,0.311,18,23,0.429,0.196,3.55,153.42,486.54,931.26,743.67,1526.95,776.18,936.57,1
664,1318.37,0.363,24,12,0.494,0.113,4.24,59.01,1229.37,1542.95,1015.86,1199.21,1809.4,1852.38,1
665,3255.72,0.278,22,29,0.499,0.081,3.94,634.64,3485.01,3850.91,3524.97,3401.47,3373.47,3249.33,1
666,1538.82,0.264,23,21,0.555,0.169,3.57,319.07,1240.83,2142.67,1219.33,2154.67,2209.15,522.69,1
667,3489.73,0.499,18,14,0.367,0.261,3.87,642.44,600.77,3625.12,2530.15,3933.1,5145.17,1666.87,1
668,877.83,0.48,20,17,0.252,0.234,3.18,0.0,335.58,575.23,1427.36,562.31,1802.14,1122.73,0
669,1985.2,0.233,24,30,0.595,0.183,4.62,465.15,2678.81,1918.13,2939.84,2322.88,1262.75,1735.88,1
670,697.53,0.582,13,9,0.085,0.378,3.77,74.66,213.85,567.86,323.68,523.58,775.2,1015.73,0
671,7222.09,0.076,26,36,0.851,0.099,4.49,1696.16,7248.2,7507.52,7781.63,7380.81,6275.61,6559.37,1
672,1527.18,0.413,22,13,0.253,0.152,2.93,482.67,1428.53,853.83,1771.92,1850.39,1199.84,1768.08,1
673,4607.06,0.488,22,16,0.304,0.197,4.29,736.1,4261.6,4212.97,700.99,3496.64,9660.75,5577.39,1
674,1386.39,0.227,24,34,0.636,0.179,4.28,298.18,1285.93,1896.04,1137.9,1444.93,1533.45,1634.49,1
675,3633.12,0.229,18,28,0.699,0.083,3.88,663.49,4290.52,3782.95,1110.77,4966.05,4453.3,3087.29,1
676,1307.46,0.363,16,27,0.46,0.23,4.07,290.32,1324.38,807.43,1461.12,1009.92,1551.53,1677.79,1
677,2205.08,0.298,18,20,0.468,0.15,4.05,415.16,1793.46,1981.54,1496.66,3071.46,2501.44,3196.25,1
678,691.39,0.357,21,23,0.505,0.16,4.25,95.85,704.06,140.34,724.44,545.67,562.48,130.54,1
679,1367.93,0.512,17,15,0.173,0.209,3.11,147.2,473.97,1326.74,3166.94,2628.92,872.06,1404.11,1
680,906.41,0.045,20,32,0.977,0.034,4.49,278.48,925.9,973.87,971.63,871.39,883.93,832.47,1
681,1771.08,0.16,18,33,0.708,0.104,3.67,380.93,1578.63,1435.74,1554.32,1659.78,999.44,1527.98,1
682,520.32,0.187,14,27,0.67,0.022,4.32,128.23,459.76,378.87,422.32,666.84,512.35,444.69,1
683,1088.93,0.213,10,30,0.728,0.066,4.14,230.77,1207.86,937.49,1388.66,1448.76,1144.53,1073.52,1
684,2509.08,0.346,19,16,0.465,0.092,3.73,647.5,2155.0,3309.96,1635.62,3220.52,1970.8,2837.27,1
685,1741.79,0.59,25,11,0.14,0.215,3.09,188.68,1381.08,3493.51,2760.29,630.07,1607.5,2671.77,1
686,606.31,0.58,24,12,0.0,0.23,3.13,113.17,1016.79,763.88,1568.1,635.28,790.89,699.12,1
687,405.97,0.337,16,31,0.552,0.183,3.45,89.49,273.01,230.29,498.25,406.14,526.86,498.0,1
688,1408.62,0.543,17,10,0.017,0.317,3.55,399.22,1789.87,1391.62,2314.35,753.95,492.34,583.61,1
689,3333.07,0.283,15,30,0.601,0.148,4.54,1312.72,4230.11,5023.59,4342.06,3991.39,2582.22,4331.32,1
690,514.44,0.552,12,21,0.207,0.155,3.1,109.37,845.62,426.2,356.33,294.01,728.14,0.0,1
691,4457.15,0.329,16,23,0.501,0.14,4.01,566.56,7652.11,4663.35,4883.13,2562.67,5321.76,6698.21,1
692,1270.78,0.325,18,20,0.469,0.085,3.82,107.19,1005.35,1370.21,875.44,600.8,1826.47,1827.63,1
693,351.05,0.512,17,15,0.344,0.177,3.43,37.78,194.92,72.97,583.09,659.07,585.43,485.98,1
694,609.87,0.312,22,30,0.522,0.172,3.27,72.01,765.21,799.56,403.61,512.83,1068.89,1033.55,1
695,3079.9,0.154,26,30,0.76,0.13,3.72,0.0,3526.64,3485.55,3412.97,2847.32,2940.8,2222.85,1
696,2006.25,0.054,23,29,0.891,0.071,4.03,252.68,1920.1,1789.06,2129.55,1893.96,2178.23,2091.17,1
697,2815.08,0.482,18,24,0.141,0.298,2.54,668.13,3473.01,1009.25,2147.87,4671.49,1566.53,2998.43,0
698,607.53,0.324,16,17,0.462,0.167,4.31,113.02,1143.0,416.93,465.81,336.23,1078.11,655.51,1
699,1288.02,0.32,15,13,0.598,0.109,3.88,205.2,1331.11,1596.08,1218.17,792.35,1475.2,809.05,1
700,1475.06,0.19,17,18,0.639,0.154,4.13,74.11,1733.88,1264.55,1224.94,1384.86,1626.97,1585.71,1
701,1090.05,0.506,20,12,0.187,0.269,2.44,287.81,1959.01,1311.24,1176.24,1078.16,1635.61,1281.74,1
702,1271.76,0.22,21,24,0.646,0.082,3.31,280.99,1972.6,1220.88,1015.08,1456.12,892.37,1078.73,1
703,753.16,0.487,11,16,0.469,0.172,3.46,134.79,843.3,779.27,443.34,505.32,358.89,727.96,0
704,1587.45,0.34,20,21,0.486,0.134,4.58,6.03,2264.42,1855.39,1882.92,2421.79,1649.95,877.28,1
705,1541.0,0.301,16,20,0.518,0.04,3.56,216.88,1175.23,1667.33,1827.47,1230.76,1701.37,1357.58,1
706,1810.2,0.393,26,19,0.314,0.213,3.94,388.64,1827.91,1796.69,1601.2,1092.04,3293.07,2494.34,1
707,2556.24,0.376,17,27,0.434,0.097,3.46,454.28,2126.6,2871.0,971.82,1494.03,1642.79,3500.11,1
708,627.76,0.462,21,10,0.323,0.206,3.47,122.64,81.22,690.66,967.18,403.42,1074.25,850.6,1
709,618.62,0.244,26,21,0.636,0.034,4.55,145.27,377.13,587.03,551.07,442.58,578.61,763.3,1
710,1750.77,0.489,13,22,0.295,0.16,3.18,336.81,2119.29,1381.23,3518.07,2394.26,1511.24,2584.98,1
711,554.02,0.633,16,12,0.124,0.217,2.88,128.52,711.62,1213.05,507.62,203.25,496.6,328.47,1
712,1440.98,0.23,25,28,0.797,0.131,4.66,162.13,1095.67,1294.22,1485.99,1396.95,1339.78,1553.54,0
713,1109.78,0.183,22,24,0.615,0.09,3.98,91.2,1426.42,1387.71,1022.0,900.46,1208.7,1330.74,1
714,869.39,0.459,20,10,0.342,0.131,3.92,189.69,426.65,596.11,966.48,400.93,711.86,319.12,1
715,476.09,0.404,14,22,0.445,0.177,3.42,111.69,525.56,631.89,1144.63,688.88,204.86,209.69,1
716,1103.23,0.344,23,21,0.646,0.098,4.36,244.39,945.69,1779.99,970.83,1711.33,1001.62,556.65,1
717,1753.7,0.422,17,16,0.368,0.217,3.65,334.13,1832.88,1503.83,2698.63,2693.21,2091.77,431.77,0
718,1637.98,0.266,23,32,0.637,0.06,4.13,252.37,2029.75,1346.98,1677.49,996.45,1026.54,1179.81,1
719,1877.01,0.43,22,13,0.339,0.196,3.62,369.54,2488.3,1530.55,2824.45,801.4,2346.64,1452.87,1
720,950.52,0.5,21,10,0.247,0.332,3.23,199.94,1287.18,941.3,31.68,1891.46,1511.99,1669.79,0
